fileName,indexFile,indexDR,classNum,scoreA,scoreM,scoreDes,DSC,CAL,HM,LDA,WII,SIL,GAM,ABW,CS,HDM 10,ABTN,HDM 5,CDM 4,CDM 3,DC 10%,CDM 5,CDM 2,CDM 6,CDM 7,DC 5%,CDM 8,CDM 10,CDM 9,HDM 20,HDM 40,DC 20%,HDM 80,DC 2%,DUNN,DC 1%,DC 0.5%,CDM 1,DC 0.2%,DC 0.1%,AWTN
fisheriesEscapementTarget_GlimmerMDS.csv,14,3,9,4,5,1,58.677686,3.303257,75.913786,0.034778,0.532304,-0.120980,-0.115041,0.869756,0.835819,70.856014,247.909997,62.626611,35.498927,43.956705,69.973222,30.018493,55.195028,28.477589,27.221145,81.723275,27.762222,25.624320,26.476673,85.103311,96.603774,63.412963,100.000000,97.105686,0.013012,99.884185,100.000000,94.494255,100.000000,100.000000,285.034095
fisheriesEscapementTarget_GlimmerMDS.csv,14,3,10,4,5,1,63.636364,5.131008,76.161647,0.048769,0.507125,-0.076371,-0.067723,0.917425,0.848892,76.212515,259.408420,72.693643,48.352770,53.917379,71.692113,40.272862,47.348109,36.089312,34.125826,82.958205,33.806520,35.385325,35.950317,87.469150,98.301887,64.972768,100.000000,96.807838,0.011379,99.814418,99.999419,86.229101,100.000000,100.000000,282.757179
fisheriesEscapementTarget_GlimmerMDS.csv,14,3,11,4,5,1,71.074380,7.276459,80.226962,0.062492,0.474497,-0.020814,-0.005135,0.979556,0.882211,76.359074,274.122454,72.384665,39.465513,47.221328,74.788026,35.672055,57.899109,33.625070,33.061321,86.311796,32.870945,31.104999,32.248016,86.399874,96.603774,67.143093,100.000000,97.901820,0.011379,99.867654,99.999419,92.011237,100.000000,100.000000,279.843509
fisheriesEscapementTarget_TSNE.csv,14,4,1,2,1,0,79.338843,7.431751,82.476073,0.041125,0.382330,0.162507,0.246615,1.222775,0.937746,95.792135,450.920232,87.762061,50.940353,60.324083,89.704799,39.879216,67.719205,29.943946,27.254015,97.345694,31.121892,27.925408,27.970122,100.000000,100.000000,75.726843,100.000000,100.000000,0.042728,100.000000,100.000000,95.525114,100.000000,100.000000,368.768084
fisheriesEscapementTarget_TSNE.csv,14,4,2,3,2,0,72.727273,9.142826,79.930866,0.158819,0.398233,0.124404,0.183584,1.171854,0.901653,96.460177,435.679059,76.616124,40.440662,44.350528,83.729992,35.920408,50.246591,32.015711,29.787778,95.329610,26.041288,26.625505,25.786940,100.000000,100.000000,73.247692,100.000000,100.000000,0.044393,100.000000,100.000000,84.783282,100.000000,100.000000,371.786138
fisheriesEscapementTarget_TSNE.csv,14,4,3,3,2,0,67.768595,4.974017,78.363635,0.083360,0.458504,0.041433,0.053369,1.040615,0.859851,94.022223,395.222885,71.897682,47.858267,51.622411,78.808707,43.690104,61.581536,38.470089,35.032106,93.753370,27.956086,18.773436,23.119205,100.000000,100.000000,68.765128,100.000000,100.000000,0.045517,100.000000,100.000000,94.365737,100.000000,100.000000,379.797261
fisheriesEscapementTarget_TSNE.csv,14,4,4,3,2,0,64.462810,2.557822,77.495153,0.042063,0.494986,-0.017091,-0.036271,0.963213,0.876722,92.396921,370.534741,69.540963,34.011089,38.648254,77.712179,29.168146,47.405547,27.710471,24.749641,94.225624,23.541310,22.369519,23.296917,98.285714,100.000000,67.179724,100.000000,100.000000,0.041756,100.000000,100.000000,82.924231,100.000000,100.000000,384.686003
fisheriesEscapementTarget_TSNE.csv,14,4,5,3,2,0,59.504132,0.586455,76.728461,0.008823,0.524920,-0.073541,-0.117955,0.900261,0.864830,86.419145,349.981614,70.710446,46.908869,53.746319,78.288524,43.240356,58.823966,36.584804,39.733996,93.745255,24.182450,13.862553,20.559728,96.571429,100.000000,66.283415,100.000000,100.000000,0.041756,100.000000,100.000000,93.900846,100.000000,100.000000,388.755929
fisheriesEscapementTarget_TSNE.csv,14,4,6,2,1,0,49.586777,0.307410,73.794979,0.000011,0.528214,-0.083724,-0.124796,0.896707,0.859229,82.211279,348.808598,66.380889,34.434158,38.233863,75.340590,27.426757,45.759671,23.152609,20.218833,92.087039,18.776123,19.316456,19.443798,98.285714,100.000000,64.831927,100.000000,100.000000,0.047743,100.000000,100.000000,88.012273,100.000000,100.000000,388.988209
fisheriesEscapementTarget_TSNE.csv,14,4,7,3,2,0,59.504132,0.607499,73.700518,0.004903,0.519369,-0.065874,-0.100616,0.917599,0.847684,84.649233,355.685765,71.068153,37.735673,48.195886,75.705443,33.018416,57.146901,27.547523,19.249716,90.531912,22.637433,12.642538,16.289048,100.000000,100.000000,65.040302,100.000000,100.000000,0.048258,100.000000,100.000000,93.270248,100.000000,100.000000,387.626394
fisheriesEscapementTarget_TSNE.csv,14,4,8,3,2,0,64.462810,1.886866,75.619597,0.025832,0.508490,-0.046141,-0.073764,0.937102,0.861708,83.981191,362.062373,72.057726,34.461691,41.551524,76.196171,28.795853,51.729582,24.648972,21.132622,91.899949,21.353719,16.325700,21.225713,100.000000,100.000000,65.437114,100.000000,100.000000,0.045091,100.000000,100.000000,89.983904,100.000000,100.000000,386.363699
fisheriesEscapementTarget_TSNE.csv,14,4,9,2,1,0,68.595041,4.372524,74.530907,0.066740,0.468522,0.022045,0.028001,1.022305,0.844229,87.009115,389.439504,73.530404,42.563295,45.760068,74.997723,40.111485,61.331816,34.048608,36.333218,90.829355,32.270775,18.828798,26.970240,100.000000,100.000000,66.626056,100.000000,100.000000,0.043994,100.000000,100.000000,93.479381,100.000000,100.000000,380.942485
fisheriesEscapementTarget_TSNE.csv,14,4,10,2,1,0,69.421488,5.183092,76.267722,0.085420,0.425117,0.094102,0.143184,1.124039,0.844353,87.599086,421.138650,82.429763,39.025246,44.863493,77.683299,33.277047,46.622299,30.777774,29.808558,90.649553,26.026163,14.422218,19.927393,100.000000,100.000000,69.853575,100.000000,100.000000,0.044149,100.000000,100.000000,90.676096,100.000000,100.000000,374.665427
fisheriesHarvestRule_PCA_data.csv,15,1,1,5,5,1,100.000000,22.645030,98.188249,0.539999,0.232721,0.328007,0.362658,1.413570,0.963570,100.000000,407.824460,100.000000,96.334326,97.224754,100.000000,91.237812,97.527645,83.965225,82.109154,100.000000,79.251320,73.685417,78.125540,100.000000,100.000000,91.027611,100.000000,100.000000,0.262689,100.000000,100.000000,98.219206,100.000000,100.000000,288.506646
fisheriesHarvestRule_PCA_data.csv,15,1,2,5,4,1,91.666667,32.295782,87.969259,0.104298,0.137740,0.389579,0.502868,1.705185,0.907401,90.077780,470.577474,89.951909,51.881301,57.518916,86.603806,52.695519,66.754113,49.979707,46.849943,92.624589,43.646435,38.990697,41.525074,92.075618,100.000000,81.181145,100.000000,98.993729,0.013188,99.979151,100.000000,72.600932,100.000000,100.000000,275.968591
fisheriesHarvestRule_PCA_data.csv,15,1,4,1,1,0,50.833333,1.930009,76.186186,0.014829,0.549581,-0.157800,-0.134218,0.836318,0.805962,66.346096,265.127339,64.154418,52.502863,58.945685,69.645990,47.426394,70.104500,44.137052,41.471546,80.710402,37.053531,33.327926,35.400237,70.909228,86.994691,63.144321,98.306679,95.809603,0.006153,99.664787,99.989190,83.215210,100.000000,100.000000,317.017535
fisheriesHarvestRule_PCA_data.csv,15,1,5,1,1,0,46.666667,0.367058,73.185533,0.006333,0.565658,-0.190472,-0.156606,0.812267,0.840805,70.058601,257.880332,63.265789,89.593137,90.585558,69.442983,83.789492,89.316754,77.371598,78.177142,80.484196,76.395806,76.305583,77.658268,73.043706,89.763033,63.681836,97.667546,95.672027,0.005057,99.417122,99.975486,76.647869,100.000000,100.000000,317.482220
fisheriesHarvestRule_PCA_data.csv,15,1,6,1,1,0,44.166667,0.237049,66.623105,0.000995,0.552312,-0.153858,-0.129125,0.843297,0.821091,64.032354,267.020871,57.696172,58.059784,62.946225,66.649374,52.823860,73.062708,47.183463,43.934453,78.525103,39.780563,37.330962,38.393642,67.181928,77.819905,60.721906,92.587583,95.025742,0.002262,99.183161,99.913548,84.801025,99.997922,100.000000,316.639208
fisheriesHarvestRule_PCA_data.csv,15,1,7,1,1,0,61.666667,0.813034,68.447963,0.000692,0.529932,-0.098247,-0.085676,0.895774,0.828450,67.394539,281.114689,58.669521,90.276192,91.506261,67.537876,83.684486,88.836171,75.896268,77.854736,79.680364,77.468004,77.178671,78.989594,69.963453,82.938389,60.962050,93.226717,95.150262,0.002861,99.230840,99.947119,74.390875,99.998516,100.000000,313.823262
fisheriesHarvestRule_PCA_data.csv,15,1,8,1,1,0,66.666667,1.838127,72.563316,0.007276,0.505974,-0.041663,-0.043221,0.950017,0.815830,64.624323,295.421670,60.031454,63.080931,71.016465,67.991517,57.779797,78.063635,50.842909,48.572195,79.884002,44.481351,41.994941,43.389756,73.356159,89.119053,61.509674,98.306679,95.587544,0.003199,99.587481,99.980133,81.318981,99.999406,100.000000,310.964727
fisheriesHarvestRule_PCA_data.csv,15,1,9,1,1,0,68.333333,3.130724,72.704171,0.018260,0.482675,0.006891,-0.002778,1.001300,0.811826,67.587966,308.710334,60.961865,91.012383,92.103119,68.258092,84.888384,90.572998,78.200687,79.832345,79.993388,79.089202,77.578991,79.792180,75.460694,90.407013,62.162762,95.974225,96.000777,0.002262,99.634265,99.961462,77.225038,99.998219,100.000000,308.309651
fisheriesHarvestRule_PCA_data.csv,15,1,10,1,1,0,72.500000,4.514813,76.161686,0.032305,0.460487,0.047073,0.034154,1.049138,0.802163,76.847951,320.903476,63.410454,63.564617,71.337875,69.215293,59.370775,78.103619,54.015523,51.916237,80.766639,47.873710,43.790618,45.611566,85.973262,100.000000,63.066858,100.000000,96.638424,0.006785,99.854191,99.994741,81.244615,100.000000,100.000000,305.873461
fisheriesHarvestRule_PCA_data.csv,15,1,11,1,1,0,75.000000,5.865681,75.878179,0.046834,0.440210,0.079481,0.066789,1.092122,0.822543,76.018905,331.696207,63.665121,91.188167,92.240483,70.824194,85.416377,90.544576,79.037430,80.070804,82.327175,79.157900,77.318537,79.664048,81.164998,92.113174,64.260530,98.306679,96.889273,0.003323,99.715696,99.980425,80.186459,99.999406,100.000000,303.717073
fisheriesHarvestRule_RobPCA_data.csv,15,2,1,5,5,1,100.000000,17.902316,98.103165,0.929218,0.270571,0.278851,0.333234,1.348926,1.000000,100.000000,442.910327,100.000000,93.352053,95.585957,100.000000,89.039989,98.015237,84.351636,83.140184,100.000000,83.124032,76.710736,81.113174,100.000000,100.000000,92.753592,100.000000,100.000000,0.221868,100.000000,100.000000,98.307442,100.000000,100.000000,328.342949
fisheriesHarvestRule_RobPCA_data.csv,15,2,2,5,4,1,88.333333,30.550509,85.851454,0.493762,0.182230,0.331651,0.443797,1.593776,0.898810,83.495787,501.603032,81.592580,75.960785,80.007046,86.173402,72.791914,88.123294,70.661857,68.999465,91.875550,66.855691,62.434192,64.659448,90.587036,94.632207,81.005362,100.000000,98.334958,0.008352,99.821115,99.990949,96.588163,100.000000,100.000000,314.726098
fisheriesHarvestRule_RobPCA_data.csv,15,2,4,1,1,0,52.500000,2.814206,76.060483,0.004637,0.534257,-0.128038,-0.112783,0.867819,0.796726,63.827717,306.887090,58.215473,79.248213,79.922375,70.752270,76.618461,89.016822,74.511543,74.318133,82.106631,75.239106,68.741745,73.410002,75.023248,88.150496,64.028808,100.000000,96.452243,0.007858,99.791844,99.997080,81.294972,100.000000,100.000000,353.630349
fisheriesHarvestRule_RobPCA_data.csv,15,2,5,1,1,0,45.000000,0.482461,73.126528,0.005676,0.553346,-0.155629,-0.139598,0.837480,0.819048,60.597560,297.696179,58.944584,69.754840,74.655188,68.076200,67.420868,84.589658,66.768361,64.043498,80.037245,63.615017,60.620650,61.307771,75.046426,89.939760,61.763716,100.000000,96.369461,0.007325,99.658145,99.993577,93.560708,100.000000,100.000000,355.466694
fisheriesHarvestRule_RobPCA_data.csv,15,2,6,1,1,0,48.333333,0.215151,68.669345,0.002087,0.542173,-0.123103,-0.113764,0.868389,0.812798,62.402310,307.058927,58.130249,81.676439,81.424980,66.585909,78.793035,89.214742,77.053754,76.793533,78.796111,78.584720,72.730122,77.072520,73.929177,83.896620,60.684109,93.002915,95.713414,0.003628,99.474283,99.964380,76.125630,100.000000,100.000000,353.596016
fisheriesHarvestRule_RobPCA_data.csv,15,2,7,1,1,0,62.500000,1.296220,68.266132,0.000140,0.520276,-0.070576,-0.072288,0.917663,0.822679,63.758756,321.782510,59.556025,66.862988,68.752435,66.752325,66.511606,73.890021,64.669353,64.105325,79.344164,63.623814,62.142783,62.131370,73.929177,86.799802,60.938981,93.002915,96.150676,0.003628,99.452652,99.964672,88.461304,100.000000,100.000000,350.654244
fisheriesHarvestRule_RobPCA_data.csv,15,2,8,1,1,0,65.833333,2.984669,72.699532,0.000788,0.496161,-0.022412,-0.028883,0.968561,0.792560,66.042357,336.736109,64.973044,84.714834,83.919242,67.503972,81.567936,90.185202,79.351380,79.132738,79.869975,80.092538,73.026137,77.848215,76.162430,92.764017,61.756124,100.000000,96.145662,0.007255,99.724718,99.995037,77.981389,100.000000,100.000000,347.666514
fisheriesHarvestRule_RobPCA_data.csv,15,2,9,1,1,0,68.333333,4.948902,74.211170,0.003519,0.470949,0.019628,0.015279,1.020181,0.826528,67.417133,351.644032,65.114281,69.322911,71.522271,68.488013,68.388391,80.135787,67.536385,66.146835,80.354186,64.769040,63.491079,63.333163,81.116844,98.210736,62.788189,100.000000,96.978757,0.008596,99.840848,99.998248,85.851602,100.000000,100.000000,344.687911
fisheriesHarvestRule_RobPCA_data.csv,15,2,10,1,1,0,69.166667,6.932256,76.571490,0.007709,0.447281,0.053958,0.055425,1.067303,0.815000,70.144926,365.031590,66.010981,85.249528,84.938450,69.707241,81.803999,90.898511,79.580638,78.753083,81.359286,79.504272,71.400006,76.672239,81.049378,98.210736,63.973990,100.000000,97.176028,0.007255,99.863468,99.995620,82.191525,100.000000,100.000000,342.013077
fisheriesHarvestRule_RobPCA_data.csv,15,2,11,1,1,0,71.666667,8.874181,75.665648,0.012399,0.424567,0.083683,0.092795,1.112000,0.822083,69.238115,377.539601,68.126707,67.964014,70.893037,71.200964,68.481524,77.401821,67.626123,64.241240,82.763549,64.277383,62.506495,63.525274,82.482026,97.017893,65.282204,100.000000,97.170535,0.008628,99.793380,99.997664,87.099157,100.000000,100.000000,339.513976
fisheriesHarvestRule_GlimmerMDS.csv,15,3,1,5,5,1,85.123967,12.514665,88.028135,0.021850,0.387866,0.123866,0.197599,1.140690,0.950675,94.533390,278.545255,79.567576,73.464105,80.023264,84.974612,60.260121,88.392007,49.075746,40.487184,94.453525,29.047948,24.771239,25.596417,95.971742,98.418246,72.618070,100.000000,99.030052,0.002227,99.855963,99.972771,93.944473,99.995274,99.998813,244.190215
fisheriesHarvestRule_GlimmerMDS.csv,15,3,2,5,5,1,80.991736,12.679097,86.160591,0.209101,0.367982,0.137973,0.223406,1.206539,0.963154,85.969038,291.524168,77.443112,45.504349,53.680120,81.303964,36.471120,64.868912,28.665651,22.756809,92.049515,20.100596,18.228112,17.931800,95.971742,98.418246,71.125264,100.000000,99.024033,0.002047,99.855963,99.972771,90.301999,99.995274,99.998813,241.620133
fisheriesHarvestRule_GlimmerMDS.csv,15,3,3,5,5,1,62.809917,4.298822,82.653361,0.020484,0.506918,-0.073292,-0.053307,0.924292,0.880572,82.055535,233.878285,72.389668,45.804617,56.010451,71.067289,51.352203,75.050237,44.357698,43.526932,85.314104,46.983378,53.471104,49.304597,94.045643,100.000000,63.459617,100.000000,99.133466,0.018242,99.995465,100.000000,91.005909,100.000000,100.000000,253.035160
fisheriesHarvestRule_GlimmerMDS.csv,15,3,4,5,5,1,59.504132,1.868290,76.631217,0.000061,0.537147,-0.123325,-0.107018,0.867952,0.866723,72.166927,221.713121,67.372872,35.172635,47.197993,69.631963,29.727309,58.852900,26.781449,29.182848,83.789283,27.870641,30.533937,29.254156,88.003255,98.277512,61.748593,100.000000,98.035750,0.014301,99.952387,100.000000,91.758662,100.000000,100.000000,255.444103
fisheriesHarvestRule_GlimmerMDS.csv,15,3,5,5,5,1,60.330579,1.043069,75.216226,0.010435,0.533549,-0.108347,-0.091139,0.882695,0.852103,77.767610,224.918940,71.031186,35.136610,51.433755,69.179905,47.495772,71.480965,40.584117,42.636379,82.917063,50.636540,62.174365,56.985797,91.097082,98.277512,61.484875,100.000000,97.981609,0.014301,99.945018,100.000000,87.860542,100.000000,100.000000,254.809287
fisheriesHarvestRule_GlimmerMDS.csv,15,3,6,5,5,1,60.330579,0.510757,74.408970,0.011510,0.529407,-0.089667,-0.072949,0.896377,0.840003,71.601804,227.879658,63.598585,40.117511,49.464355,68.150066,36.403515,59.687706,31.550584,31.562874,82.524912,31.907532,34.443288,33.098882,90.863785,98.277512,60.363774,100.000000,97.997226,0.014005,99.964290,100.000000,94.824300,100.000000,100.000000,254.223007
fisheriesHarvestRule_GlimmerMDS.csv,15,3,7,5,5,1,64.462810,1.225960,74.869777,0.014503,0.500534,-0.021781,-0.019086,0.963608,0.848775,77.719801,242.232615,63.224203,41.142135,54.327194,69.953588,56.109222,68.757799,50.967310,53.350689,82.900626,58.380247,60.817556,61.561095,88.003255,98.277512,61.413322,100.000000,97.894366,0.014005,99.964857,100.000000,87.437401,100.000000,100.000000,251.380837
fisheriesHarvestRule_GlimmerMDS.csv,15,3,8,5,5,1,69.421488,2.295648,73.793344,0.008534,0.470872,0.037801,0.016969,1.032108,0.836208,73.307652,256.530151,63.871706,38.508855,53.219410,70.037359,39.535175,62.420974,34.788239,35.465913,82.771096,35.631395,34.645592,35.010677,89.766233,100.000000,62.124533,100.000000,97.750679,0.011138,99.939633,100.000000,91.798429,100.000000,100.000000,248.549642
fisheriesHarvestRule_GlimmerMDS.csv,15,3,9,5,5,1,72.727273,3.768383,73.207273,0.003626,0.442501,0.087408,0.054988,1.095248,0.840031,74.426627,269.426491,64.943370,46.591949,60.369928,70.306962,58.594209,73.702772,51.852470,55.680048,82.853985,59.561959,60.099465,61.432356,87.681928,96.555024,62.736954,100.000000,97.542251,0.011138,99.894287,100.000000,86.828529,100.000000,100.000000,245.995911
fisheriesHarvestRule_GlimmerMDS.csv,15,3,10,5,5,1,78.512397,5.991551,72.358577,0.001928,0.407114,0.142293,0.106178,1.173248,0.814804,74.610240,284.996784,67.579737,41.988444,51.449670,72.158746,42.973608,62.163940,38.720812,38.519099,84.007060,37.431652,36.228885,36.072920,86.152247,94.832536,64.069306,100.000000,97.387471,0.012042,99.872464,100.000000,90.922277,100.000000,100.000000,242.912685
fisheriesHarvestRule_GlimmerMDS.csv,15,3,11,5,5,1,81.818182,8.177358,77.386738,0.002289,0.372090,0.191483,0.160556,1.251750,0.869525,78.326096,300.278177,72.344369,50.081850,59.235893,75.492365,60.708856,76.605454,55.378925,55.021205,87.552190,59.076081,64.180452,61.366545,89.334105,98.277512,65.945764,100.000000,98.352503,0.012817,99.928013,100.000000,89.257814,100.000000,100.000000,239.886666
fisheriesHarvestRule_TSNE.csv,15,4,1,5,5,1,81.818182,9.637386,87.408473,0.074391,0.371715,0.168892,0.279825,1.204374,0.919804,89.388744,233.158672,78.542852,65.753233,69.979494,87.239311,57.318990,77.033138,46.873870,42.053617,97.090079,34.567091,22.802855,24.141384,100.000000,100.000000,72.717429,100.000000,99.961661,0.031447,100.000000,100.000000,93.795072,100.000000,100.000000,193.593281
fisheriesHarvestRule_TSNE.csv,15,4,2,5,5,1,74.380165,7.592055,84.911746,0.008110,0.452797,0.036224,0.060436,1.030856,0.944805,81.816872,205.261446,77.310506,38.461933,46.486222,78.948652,37.479117,52.189247,36.668811,36.106272,92.794706,37.622394,35.091889,34.595961,94.857143,100.000000,67.711433,100.000000,99.888092,0.025932,100.000000,100.000000,78.502527,100.000000,100.000000,199.117484
fisheriesHarvestRule_TSNE.csv,15,4,3,5,5,1,65.289256,2.758176,79.371781,0.004581,0.523563,-0.080281,-0.105270,0.890963,0.838439,76.174334,181.583648,76.501960,34.603076,48.047590,74.688873,22.556372,56.144679,22.611028,26.084955,88.860229,26.410270,33.530269,30.388409,91.428571,100.000000,64.095118,100.000000,99.402007,0.025932,100.000000,100.000000,88.968226,100.000000,100.000000,203.806157
hiv_GlimmerMDS.csv,16,3,1,2,2,0,82.051282,17.120792,71.549625,0.520081,0.341784,0.196248,0.272799,1.260998,0.818468,86.842105,390.257261,72.633402,41.560705,42.997587,75.086887,38.249008,53.792569,36.344455,34.705882,91.705522,32.946410,29.679105,30.913463,97.368421,100.000000,61.006743,100.000000,99.815163,0.023576,100.000000,100.000000,92.673643,100.000000,100.000000,309.482830
hiv_GlimmerMDS.csv,16,3,2,1,2,0,66.666667,4.452144,54.152441,0.034828,0.452013,0.063813,0.059279,1.042077,0.591290,61.171349,342.513365,33.835573,31.785746,33.739922,49.252725,31.922290,92.957737,31.986111,29.775267,82.711444,30.019600,29.373178,30.287398,94.736842,100.000000,30.243093,100.000000,99.284434,0.012748,99.951548,100.000000,87.635736,100.000000,100.000000,328.683439
hiv_GlimmerMDS.csv,16,3,3,1,1,0,53.846154,1.066735,67.861522,0.008248,0.476473,0.011135,-0.000380,1.012704,0.763034,91.111990,337.866524,69.747275,28.952197,31.906364,70.536324,24.695741,55.372962,26.165442,24.371929,91.683054,23.242947,22.137712,25.071253,100.000000,100.000000,54.842469,100.000000,99.926498,0.032239,100.000000,100.000000,90.055221,100.000000,100.000000,333.628014
hiv_GlimmerMDS.csv,16,3,4,2,3,0,78.205128,17.189592,63.786383,0.395446,0.364140,0.186624,0.242766,1.209400,0.716099,72.342697,370.814245,50.505280,40.599224,43.016310,62.540751,39.608345,90.548877,38.740966,39.204047,87.531603,38.199759,36.315637,37.323265,97.368421,100.000000,43.242908,100.000000,99.392525,0.011375,99.951548,100.000000,89.763258,100.000000,100.000000,306.610210
hiv_GlimmerMDS.csv,16,3,5,1,1,0,74.358974,3.811300,84.731970,0.079811,0.403362,0.082139,0.169036,1.146440,0.928632,96.375148,379.460567,87.249108,28.928781,37.558942,90.350418,27.011345,59.916246,25.094911,24.473865,97.423888,23.920950,24.285088,23.509911,100.000000,100.000000,85.136232,100.000000,100.000000,0.042260,100.000000,100.000000,93.907837,100.000000,100.000000,330.990407
hiv_GlimmerMDS.csv,16,3,6,0,1,0,87.179487,0.381741,90.859816,0.008294,0.344316,0.204734,0.322205,1.274574,0.961538,100.000000,423.498007,98.110236,98.552329,98.022858,98.066469,98.836058,96.296272,98.954396,99.018189,99.909079,99.020325,99.102722,99.094447,100.000000,100.000000,95.325667,100.000000,100.000000,0.086567,100.000000,100.000000,98.069586,100.000000,100.000000,332.266192
hiv_TSNE.csv,16,4,1,1,1,0,60.256410,1.645555,66.805655,0.000533,0.409183,0.146863,0.226055,1.211092,0.782575,90.953276,387.886999,61.470610,33.958534,41.239979,77.696894,28.156576,47.983476,26.509087,25.391671,98.884512,24.351448,30.643397,34.922225,100.000000,100.000000,50.472662,100.000000,100.000000,0.076159,100.000000,100.000000,94.172988,100.000000,100.000000,320.278713
hiv_TSNE.csv,16,4,2,2,1,0,60.256410,4.924414,60.362640,0.125974,0.439654,0.078930,0.110611,1.109911,0.645289,87.263694,361.847989,37.643237,29.527875,37.083848,60.717081,26.779911,40.065610,23.093106,21.803085,97.473722,20.644428,19.767967,20.593721,100.000000,100.000000,31.670943,100.000000,100.000000,0.064292,100.000000,100.000000,94.848118,100.000000,100.000000,326.015281
hiv_TSNE.csv,16,4,3,2,2,0,74.358974,6.201213,72.260455,0.141421,0.399487,0.135392,0.189738,1.166997,0.854511,96.310419,383.941638,76.761503,47.730872,48.947840,84.787552,42.009396,64.310035,34.365101,30.510227,99.015595,25.585812,23.826742,25.254857,100.000000,100.000000,65.262071,100.000000,100.000000,0.066232,100.000000,100.000000,94.927055,100.000000,100.000000,328.999729
hiv_TSNE.csv,16,4,5,1,1,0,57.692308,0.242775,73.664789,0.002879,0.570833,-0.202670,-0.240762,0.793602,0.919785,90.953276,275.040340,82.243115,24.533647,32.274635,87.443416,23.149132,37.198956,20.854221,20.462258,97.316345,19.552631,18.742411,19.636582,100.000000,100.000000,82.016107,100.000000,100.000000,0.059587,100.000000,100.000000,93.421015,100.000000,100.000000,346.572097
hiv_TSNE.csv,16,4,6,0,1,0,87.179487,0.043836,89.540056,0.000086,0.279656,0.278478,0.420695,1.410930,0.980342,100.000000,476.566951,98.089172,98.947546,98.838049,98.985890,99.077257,98.745758,99.158202,99.194846,100.000000,99.240923,99.245488,99.211427,100.000000,100.000000,96.391936,100.000000,100.000000,0.127647,100.000000,100.000000,98.253577,100.000000,100.000000,337.767966
entangled2-4d-overlap_PCA_data.csv,22,1,1,1,1,0,68.959108,30.521050,68.636872,0.098065,0.484406,0.016770,-0.010270,0.982961,0.738208,51.286499,287.153414,40.169870,46.299352,50.664046,47.759398,40.619057,68.156557,36.370227,35.340337,57.024352,33.409297,32.104765,33.380144,63.943883,83.656091,41.246843,92.633355,84.098222,0.002171,97.301490,99.757503,82.963390,99.994151,99.999702,292.130929
entangled2-4d-overlap_PCA_data.csv,22,1,3,2,2,0,82.342007,122.453223,75.561810,0.379007,0.367442,0.170530,0.210448,1.194855,0.807918,62.555007,325.895362,53.896004,50.809250,53.193247,59.408741,46.166457,69.629486,42.829105,40.879748,66.379973,40.090791,39.286880,40.199613,73.244176,89.073555,51.228562,96.130226,87.139166,0.002478,98.007562,99.825145,85.370710,99.994447,99.999702,272.748940
entangled2-4d-overlap_PCA_data.csv,22,1,4,4,4,1,90.706320,213.372820,82.568292,1.302759,0.274215,0.281198,0.394894,1.380227,0.896630,76.206301,347.539092,68.842897,64.033904,65.294536,71.700362,59.419211,77.893279,57.169020,56.319922,80.068492,56.517519,53.795279,55.698054,85.227514,94.399502,57.734911,98.367641,93.505269,0.003525,98.938265,99.917822,88.522671,99.999408,100.000000,251.798560
entangled2-4d-overlap_RobPCA_data.csv,22,2,1,1,1,0,70.377358,33.604239,71.177526,0.093644,0.477960,0.025960,0.003974,0.995907,0.769270,53.663414,280.831052,46.742379,44.923108,49.197040,50.813874,38.891746,63.083588,37.563029,33.670148,60.291598,32.659984,31.191424,32.419107,65.911076,84.943431,43.845146,97.351828,86.809860,0.001596,98.415951,99.821932,85.790709,99.996743,99.999405,281.985323
entangled2-4d-overlap_RobPCA_data.csv,22,2,3,2,2,0,81.886792,111.310324,76.054083,0.272840,0.379938,0.156935,0.187307,1.169662,0.808232,61.192947,311.473455,54.751977,50.561915,52.752137,58.352468,44.299525,65.075782,41.995919,38.870819,65.952240,37.569832,35.607070,37.179750,70.614926,88.779013,49.953500,96.595208,88.498972,0.001800,98.732063,99.869916,85.479455,99.996743,99.999405,266.293532
entangled2-4d-overlap_RobPCA_data.csv,22,2,4,4,4,1,90.754717,221.439291,83.065948,1.358377,0.266345,0.287677,0.405726,1.396149,0.896094,79.139574,338.381721,70.683897,61.536297,65.315161,72.180630,58.001464,72.968831,57.017546,55.451012,80.788232,55.241461,54.356435,54.262760,85.952856,92.993145,58.068638,98.865069,94.396378,0.001749,99.301657,99.920398,90.543368,99.997039,99.999405,242.367861
entangled2-4d-overlap_GlimmerMDS.csv,22,3,1,4,3,1,84.888060,149.250128,81.363286,0.046161,0.308391,0.239155,0.345082,1.323383,0.888642,76.741775,364.360633,71.187493,48.690912,57.479323,73.546500,45.436014,73.314677,44.244697,43.137875,80.361814,41.373827,38.537436,39.578165,85.555687,95.458890,62.991625,99.251870,94.613112,0.003470,99.433095,99.938918,82.002404,99.999407,100.000000,275.325245
